3,10,-1.5;0.2,0
3.00141,9.98005,-1.5;0.2,0
3.00283,9.9601,-1.5;0.2,0
3.00424,9.94015,-1.5;0.2,0
3.00566,9.9202,-1.5;0.2,0
3.00707,9.90025,-1.5;0.2,0
3.00849,9.8803,-1.5;0.2,0
3.0099,9.86035,-1.5;0.2,0
3.01132,9.8404,-1.5;0.2,0
3.01273,9.82045,-1.5;0.2,0
3.01415,9.8005,-1.5;0.2,0
3.01556,9.78055,-1.5;0.2,0
3.01698,9.7606,-1.5;0.2,0
3.01839,9.74065,-1.5;0.2,0
3.01981,9.7207,-1.5;0.2,0
3.02122,9.70075,-1.5;0.2,0
3.02264,9.6808,-1.5;0.2,0
3.02405,9.66085,-1.5;0.2,0
3.02547,9.6409,-1.5;0.2,0
3.02688,9.62095,-1.5;0.2,0
3.02829,9.601,-1.5;0.2,0
3.02971,9.58105,-1.5;0.2,0
3.03112,9.5611,-1.5;0.2,0
3.03254,9.54115,-1.5;0.2,0
3.03395,9.5212,-1.5;0.2,0
3.03537,9.50125,-1.5;0.2,0
3.03678,9.4813,-1.5;0.2,0
3.0382,9.46135,-1.5;0.2,0
3.03961,9.4414,-1.5;0.2,0
3.04103,9.42145,-1.5;0.2,0
3.04244,9.4015,-1.5;0.2,0
3.04386,9.38155,-1.5;0.2,0
3.04527,9.3616,-1.5;0.2,0
3.04669,9.34165,-1.5;0.2,0
3.0481,9.3217,-1.5;0.2,0
3.04952,9.30175,-1.5;0.2,0
3.05093,9.2818,-1.5;0.2,0
3.05235,9.26185,-1.5;0.2,0
3.05376,9.2419,-1.5;0.2,0
3.05518,9.22195,-1.5;0.2,0
3.05659,9.202,-1.5;0.2,0
3.058,9.18205,-1.5;0.2,0
3.05942,9.1621,-1.5;0.2,0
3.06083,9.14215,-1.5;0.2,0
3.06225,9.1222,-1.5;0.2,0
3.06366,9.10225,-1.5;0.2,0
3.06508,9.0823,-1.5;0.2,0
3.06649,9.06235,-1.5;0.2,0
3.06791,9.0424,-1.5;0.2,0
3.06932,9.02245,-1.5;0.2,0
3.07074,9.00251,-1.5;0.2,0
3.07215,8.98256,-1.5;0.2,0
3.07357,8.96261,-1.5;0.2,0
3.07498,8.94266,-1.5;0.2,0
3.0764,8.92271,-1.5;0.2,0
3.07781,8.90276,-1.5;0.2,0
3.07923,8.88281,-1.5;0.2,0
3.08064,8.86286,-1.5;0.2,0
3.08206,8.84291,-1.5;0.2,0
3.08347,8.82296,-1.5;0.2,0
3.08488,8.80301,-1.5;0.2,0
3.0863,8.78306,-1.5;0.2,0
3.08771,8.76311,-1.5;0.2,0
3.08913,8.74316,-1.5;0.2,0
3.09054,8.72321,-1.5;0.2,0
3.09196,8.70326,-1.5;0.2,0
3.09337,8.68331,-1.5;0.2,0
3.09479,8.66336,-1.5;0.2,0
3.0962,8.64341,-1.5;0.2,0
3.09762,8.62346,-1.5;0.2,0
3.09903,8.60351,-1.5;0.2,0
3.10045,8.58356,-1.5;0.2,0
3.10186,8.56361,-1.5;0.2,0
3.10328,8.54366,-1.5;0.2,0
3.10469,8.52371,-1.5;0.2,0
3.10611,8.50376,-1.5;0.2,0
3.10752,8.48381,-1.5;0.2,0
3.10894,8.46386,-1.5;0.2,0
3.11035,8.44391,-1.5;0.2,0
3.11176,8.42396,-1.5;0.2,0
3.11318,8.40401,-1.5;0.2,0
3.11459,8.38406,-1.5;0.2,0
3.11601,8.36411,-1.5;0.2,0
3.11742,8.34416,-1.5;0.2,0
3.11884,8.32421,-1.5;0.2,0
3.12025,8.30426,-1.5;0.2,0
3.12167,8.28431,-1.5;0.2,0
3.12308,8.26436,-1.5;0.2,0
3.1245,8.24441,-1.5;0.2,0
3.12591,8.22446,-1.5;0.2,0
3.12733,8.20451,-1.5;0.2,0
3.12874,8.18456,-1.5;0.2,0
3.13016,8.16461,-1.5;0.2,0
3.13157,8.14466,-1.5;0.2,0
3.13299,8.12471,-1.5;0.2,0
3.1344,8.10476,-1.5;0.2,0
3.13582,8.08481,-1.5;0.2,0
3.13723,8.06486,-1.5;0.2,0
3.13864,8.04491,-1.5;0.2,0
3.14006,8.02496,-1.5;0.2,0
3.14147,8.00501,-1.5;0.2,0
3.14289,7.98506,-1.5;0.2,0
3.1443,7.96511,-1.5;0.2,0
3.14572,7.94516,-1.5;0.2,0
3.14713,7.92521,-1.5;0.2,0
3.14855,7.90526,-1.5;0.2,0
3.14996,7.88531,-1.5;0.2,0
3.15138,7.86536,-1.5;0.2,0
3.15279,7.84541,-1.5;0.2,0
3.15421,7.82546,-1.5;0.2,0
3.15562,7.80551,-1.5;0.2,0
3.15704,7.78556,-1.5;0.2,0
3.15845,7.76561,-1.5;0.2,0
3.15987,7.74566,-1.5;0.2,0
3.16128,7.72571,-1.5;0.2,0
3.1627,7.70576,-1.5;0.2,0
3.16411,7.68581,-1.5;0.2,0
3.16553,7.66586,-1.5;0.2,0
3.16694,7.64591,-1.5;0.2,0
3.16835,7.62596,-1.5;0.2,0
3.16977,7.60601,-1.5;0.2,0
3.17118,7.58606,-1.5;0.2,0
3.1726,7.56611,-1.5;0.2,0
3.17401,7.54616,-1.5;0.2,0
3.17543,7.52621,-1.5;0.2,0
3.17684,7.50626,-1.5;0.2,0
3.17826,7.48631,-1.5;0.2,0
3.17967,7.46636,-1.5;0.2,0
3.18109,7.44641,-1.5;0.2,0
3.1825,7.42646,-1.5;0.2,0
3.18392,7.40651,-1.5;0.2,0
3.18533,7.38656,-1.5;0.2,0
3.18675,7.36661,-1.5;0.2,0
3.18816,7.34666,-1.5;0.2,0
3.18958,7.32671,-1.5;0.2,0
3.19099,7.30676,-1.5;0.2,0
3.19241,7.28681,-1.5;0.2,0
3.19382,7.26686,-1.5;0.2,0
3.19523,7.24691,-1.5;0.2,0
3.19665,7.22696,-1.5;0.2,0
3.19806,7.20701,-1.5;0.2,0
3.19948,7.18706,-1.5;0.2,0
3.20089,7.16711,-1.5;0.2,0
3.20231,7.14716,-1.5;0.2,0
3.20372,7.12721,-1.5;0.2,0
3.20514,7.10726,-1.5;0.2,0
3.20655,7.08731,-1.5;0.2,0
3.20797,7.06736,-1.5;0.2,0
3.20938,7.04741,-1.5;0.2,0
3.2108,7.02746,-1.5;0.2,0
3.21221,7.00752,-1.5;0.2,0
3.21363,6.98757,-1.5;0.2,0
3.21504,6.96762,-1.5;0.2,0
3.21646,6.94767,-1.5;0.2,0
3.21787,6.92772,-1.5;0.2,0
3.21929,6.90777,-1.5;0.2,0
3.2207,6.88782,-1.5;0.2,0
3.22211,6.86787,-1.5;0.2,0
3.22353,6.84792,-1.5;0.2,0
3.22494,6.82797,-1.5;0.2,0
3.22636,6.80802,-1.5;0.2,0
3.22777,6.78807,-1.5;0.2,0
3.22919,6.76812,-1.5;0.2,0
3.2306,6.74817,-1.5;0.2,0
3.23202,6.72822,-1.5;0.2,0
3.23343,6.70827,-1.5;0.2,0
3.23485,6.68832,-1.5;0.2,0
3.23626,6.66837,-1.5;0.2,0
3.23768,6.64842,-1.5;0.2,0
3.23909,6.62847,-1.5;0.2,0
3.24051,6.60852,-1.5;0.2,0
3.24192,6.58857,-1.5;0.2,0
3.24334,6.56862,-1.5;0.2,0
3.24475,6.54867,-1.5;0.2,0
3.24617,6.52872,-1.5;0.2,0
3.24758,6.50877,-1.5;0.2,0
3.24899,6.48882,-1.5;0.2,0
3.25041,6.46887,-1.5;0.2,0
3.25182,6.44892,-1.5;0.2,0
3.25324,6.42897,-1.5;0.2,0
3.25465,6.40902,-1.5;0.2,0
